Date,RV_1min,RV_5min,OT,RV_30min
2011/9/19,0.000654092,0.000149924,7.32E-05,1.80E-05
2011/9/20,0.000556366,9.54E-05,2.73E-05,1.03E-05
2011/9/21,0.000880682,0.000180927,5.18E-05,1.62E-05
2011/9/22,0.001491924,0.000233157,0.000130609,3.01E-05
2011/9/23,0.00102723,0.000177963,6.50E-05,8.09E-06
2011/9/26,0.000819807,0.000153734,7.54E-05,3.25E-05
2011/9/27,0.000939455,0.000234056,0.000186335,3.12E-05
2011/9/28,0.001290653,0.000214426,9.73E-05,2.30E-05
2011/9/29,0.001118878,0.000270938,0.000155923,2.77E-05
2011/9/30,0.00102922,0.00024807,9.92E-05,3.00E-05
2011/10/3,0.001322551,0.000214368,0.000140897,4.69E-05
2011/10/4,0.00246313,0.000483101,0.000260826,0.000195651
2011/10/5,0.001345095,0.000233144,0.000116152,2.93E-05
2011/10/6,0.001127793,0.000187377,0.000103505,6.51E-05
2011/10/7,0.000719312,0.000138619,7.98E-05,2.80E-05
2011/10/10,0.000393122,9.14E-05,3.17E-05,1.53E-05
2011/10/11,0.000612431,0.000127973,7.49E-05,2.77E-05
2011/10/12,0.000677217,0.000150657,5.35E-05,1.84E-05
2011/10/13,0.00042308,6.42E-05,3.37E-05,1.02E-05
2011/10/14,0.000377693,6.47E-05,3.76E-05,9.98E-06
2011/10/17,0.000357001,6.97E-05,2.60E-05,1.31E-05
2011/10/18,0.000508215,9.48E-05,4.88E-05,1.82E-05
2011/10/19,0.000701602,0.000330691,0.000281135,0.000262064
2011/10/20,0.000663906,0.000154405,7.69E-05,5.16E-05
2011/10/21,0.000355347,7.79E-05,3.32E-05,1.29E-05
2011/10/24,0.00043677,8.12E-05,4.81E-05,2.83E-05
2011/10/25,0.000664266,0.000127958,6.32E-05,2.26E-05
2011/10/26,0.001252911,0.000193729,0.000105712,1.63E-05
2011/10/27,0.000594576,0.000118239,5.86E-05,5.47E-06
2011/10/28,0.000456918,0.000111564,2.89E-05,6.99E-06
2011/10/31,0.000308304,6.70E-05,2.87E-05,6.95E-06
2011/11/1,0.000612697,0.00012301,3.95E-05,1.87E-05
2011/11/2,0.000310467,6.42E-05,3.82E-05,8.05E-06
2011/11/3,0.000295562,5.84E-05,3.61E-05,9.92E-06
2011/11/4,0.000231593,5.43E-05,2.57E-05,9.77E-06
2011/11/7,0.000427266,0.000128153,4.71E-05,1.29E-05
2011/11/8,0.000172779,4.15E-05,2.16E-05,7.79E-06
2011/11/9,0.000246,6.36E-05,2.87E-05,7.39E-06
2011/11/10,0.00047736,8.75E-05,3.83E-05,2.13E-05
2011/11/11,0.000314221,5.34E-05,3.44E-05,3.68E-06
2011/11/14,0.000444064,5.77E-05,3.73E-05,6.23E-06
2011/11/15,0.000343693,6.25E-05,3.66E-05,1.55E-05
2011/11/16,0.000254662,3.71E-05,1.89E-05,5.72E-06
2011/11/17,0.000568632,9.33E-05,6.30E-05,1.76E-05
2011/11/18,0.000537546,0.000102285,6.29E-05,9.94E-06
2011/11/21,0.000729176,0.000209726,0.000100178,7.99E-06
2011/11/22,0.000891689,0.000167709,8.37E-05,1.56E-05
2011/11/23,0.000806296,0.0001453,0.000102239,7.09E-05
2011/11/25,0.000620615,0.000135228,6.96E-05,1.52E-05
2011/11/28,0.000363693,5.54E-05,2.31E-05,6.61E-06
2011/11/29,0.000586708,9.80E-05,4.73E-05,2.79E-05
2011/11/30,0.000485454,6.79E-05,3.70E-05,5.30E-06
2011/12/1,0.00053383,0.000183082,9.36E-05,2.23E-05
2011/12/2,0.000389911,8.32E-05,2.22E-05,6.38E-06
2011/12/5,0.000481978,0.000130186,8.55E-05,1.19E-05
2011/12/6,0.000349394,6.83E-05,3.48E-05,1.79E-05
2011/12/7,0.00048551,6.01E-05,2.99E-05,5.97E-06
2011/12/8,0.000384642,8.14E-05,2.84E-05,1.18E-05
2011/12/9,0.000323279,6.51E-05,4.62E-05,1.21E-05
2011/12/12,0.000244064,4.05E-05,2.36E-05,7.66E-06
2011/12/13,0.000491954,0.000102594,3.10E-05,9.90E-06
2011/12/14,0.00073282,0.000196528,0.000116838,3.08E-05
2011/12/15,0.000577889,7.85E-05,4.47E-05,1.18E-05
2011/12/16,0.000311238,6.35E-05,2.83E-05,1.47E-05
2011/12/19,0.000281773,5.25E-05,1.65E-05,4.60E-06
2011/12/20,0.000234489,9.99E-05,7.94E-05,7.06E-05
2011/12/21,0.000469046,9.73E-05,4.93E-05,6.07E-06
2011/12/22,0.000273831,7.14E-05,5.36E-05,2.89E-05
2011/12/23,0.000216434,2.41E-05,1.66E-05,3.06E-06
2011/12/27,0.00016872,3.91E-05,2.09E-05,5.44E-06
2011/12/28,0.000231289,4.44E-05,1.79E-05,8.29E-06
2011/12/29,0.000443459,5.38E-05,2.86E-05,5.17E-06
2011/12/30,0.000157703,2.93E-05,1.54E-05,7.83E-06
2012/1/3,0.000285141,8.16E-05,6.59E-05,1.48E-05
2012/1/4,0.000286549,7.88E-05,1.36E-05,2.34E-06
2012/1/5,0.000319571,8.51E-05,3.22E-05,4.70E-06
2012/1/6,0.000357061,8.44E-05,2.87E-05,8.52E-06
2012/1/9,0.000504658,7.56E-05,2.47E-05,1.19E-05
2012/1/10,0.000360496,7.87E-05,5.75E-05,3.76E-05
2012/1/11,0.000225728,6.60E-05,3.76E-05,1.45E-05
2012/1/12,0.000297469,6.78E-05,2.82E-05,2.53E-06
2012/1/13,0.000263182,5.74E-05,3.33E-05,1.21E-05
2012/1/17,0.000262877,5.26E-05,3.15E-05,7.11E-06
2012/1/18,0.000278666,5.04E-05,2.45E-05,4.40E-06
2012/1/19,0.000997004,0.000715997,0.000690245,0.000680811
2012/1/20,0.00025199,6.43E-05,1.99E-05,3.29E-06
2012/1/23,0.000302193,7.83E-05,1.97E-05,2.42E-06
2012/1/24,0.000341502,8.73E-05,3.58E-05,5.96E-06
2012/1/25,0.000221769,3.50E-05,2.41E-05,8.38E-06
2012/1/26,0.000323386,9.52E-05,4.40E-05,2.34E-05
2012/1/27,0.000251652,4.38E-05,1.37E-05,7.12E-06
2012/1/30,0.000328465,7.33E-05,3.25E-05,9.93E-06
2012/1/31,0.000439574,6.93E-05,3.31E-05,1.35E-05
2012/2/1,0.000582407,8.27E-05,5.24E-05,1.04E-05
2012/2/2,0.000276802,4.66E-05,2.27E-05,6.15E-06
2012/2/3,0.000278039,3.32E-05,1.18E-05,1.70E-06
2012/2/6,0.000165233,4.62E-05,2.20E-05,8.72E-07
2012/2/7,0.000218677,2.94E-05,1.68E-05,2.24E-06
2012/2/8,0.000183604,3.77E-05,1.77E-05,4.33E-06
2012/2/9,0.000206506,4.46E-05,2.28E-05,9.65E-06
2012/2/10,0.000294534,6.47E-05,3.33E-05,8.80E-06
2012/2/13,0.00027439,7.86E-05,3.00E-05,1.25E-05
2012/2/14,0.00072325,0.000112166,8.10E-05,7.52E-06
2012/2/15,0.000437576,0.000102012,5.85E-05,1.56E-05
2012/2/16,0.000561754,0.000104922,5.79E-05,2.07E-05
2012/2/17,0.000229368,4.94E-05,2.72E-05,9.08E-06
2012/2/21,0.000236269,4.46E-05,2.25E-05,5.91E-06
2012/2/22,0.000177648,2.55E-05,6.52E-06,1.61E-06
2012/2/23,0.000247495,5.42E-05,3.39E-05,2.71E-06
2012/2/24,0.000147379,3.00E-05,1.58E-05,2.41E-06
2012/2/27,0.000214079,6.33E-05,4.34E-05,4.19E-06
2012/2/28,0.000224217,4.53E-05,3.28E-05,1.26E-05
2012/2/29,0.000292649,6.30E-05,2.65E-05,4.82E-06
2012/3/1,0.000312375,6.67E-05,4.23E-05,1.31E-05
2012/3/2,0.000245099,5.17E-05,1.81E-05,7.65E-06
2012/3/5,0.000314472,6.24E-05,3.47E-05,8.56E-06
2012/3/6,0.000446261,0.000110888,3.84E-05,7.43E-06
2012/3/7,0.000210377,4.01E-05,2.24E-05,3.22E-06
2012/3/8,0.000180574,2.46E-05,1.56E-05,2.88E-06
2012/3/9,0.00019541,5.03E-05,1.77E-05,7.50E-06
2012/3/12,0.000138387,3.36E-05,2.39E-05,1.01E-05
2012/3/13,0.000208525,3.95E-05,2.00E-05,4.26E-06
2012/3/14,0.000127917,2.55E-05,1.26E-05,5.19E-06
2012/3/15,0.000203867,4.05E-05,1.65E-05,4.80E-06
2012/3/16,0.000112183,1.65E-05,7.50E-06,1.68E-06
2012/3/19,0.000163947,2.79E-05,5.87E-06,1.74E-06
2012/3/20,0.000322402,6.81E-05,2.73E-05,1.65E-05
2012/3/21,0.00030161,6.48E-05,3.84E-05,5.50E-06
2012/3/22,0.000263313,7.76E-05,6.13E-05,1.07E-05
2012/3/23,0.000307957,7.25E-05,3.76E-05,1.65E-05
2012/3/26,0.000242094,4.02E-05,1.95E-05,5.18E-06
2012/3/27,0.000392526,8.48E-05,4.64E-05,1.32E-05
2012/3/28,0.00033286,7.03E-05,4.05E-05,1.96E-05
2012/3/29,0.000415524,7.35E-05,2.78E-05,1.06E-05
2012/3/30,0.000236713,5.52E-05,2.55E-05,1.70E-05
2012/4/2,0.000671125,0.000493941,0.00048255,0.000467938
2012/4/3,0.000257348,4.97E-05,3.00E-05,7.88E-06
2012/4/4,0.000255969,6.72E-05,3.57E-05,3.72E-06
2012/4/5,0.000186383,3.51E-05,2.35E-05,6.12E-06
2012/4/9,0.000151415,3.71E-05,2.22E-05,1.05E-05
2012/4/10,0.000323156,5.58E-05,2.09E-05,4.31E-06
2012/4/11,0.000212294,3.31E-05,2.25E-05,4.68E-06
2012/4/12,0.000397368,0.000119601,7.02E-05,6.00E-05
2012/4/13,0.000200049,3.75E-05,1.45E-05,4.73E-06
2012/4/16,0.000371906,7.06E-05,5.42E-05,8.69E-06
2012/4/17,0.000212391,6.10E-05,2.38E-05,5.48E-06
2012/4/18,0.000283783,5.13E-05,2.27E-05,3.22E-06
2012/4/19,0.000291965,6.33E-05,3.34E-05,1.30E-05
2012/4/20,0.000177882,2.30E-05,1.37E-05,2.77E-06
2012/4/23,0.000335319,8.61E-05,6.14E-05,4.49E-05
2012/4/24,0.000256619,7.69E-05,4.66E-05,1.27E-05
2012/4/25,0.000186449,3.34E-05,1.40E-05,1.45E-06
2012/4/26,0.000184446,3.53E-05,1.65E-05,8.10E-06
2012/4/27,0.000812156,0.000138374,0.000101293,3.79E-05
2012/4/30,0.000489002,0.000129461,6.67E-05,8.95E-06
2012/5/1,0.000212854,4.48E-05,2.00E-05,7.20E-06
2012/5/2,0.000233406,7.56E-05,5.21E-05,2.01E-05
2012/5/3,0.000193589,5.18E-05,2.19E-05,7.54E-06
2012/5/4,0.000197165,3.15E-05,1.77E-05,6.11E-06
2012/5/7,0.00024708,5.99E-05,3.06E-05,7.44E-06
2012/5/8,0.000376761,7.89E-05,5.49E-05,9.65E-06
2012/5/9,0.000485673,0.000101704,6.07E-05,2.56E-05
2012/5/10,0.000278059,5.33E-05,2.84E-05,1.42E-05
2012/5/11,0.000237505,5.74E-05,2.44E-05,1.16E-05
2012/5/14,0.000238703,2.30E-05,1.25E-05,3.20E-06
2012/5/15,0.000365577,8.88E-05,4.79E-05,2.46E-05
2012/5/16,0.000487523,0.000150891,0.000112106,1.35E-05
2012/5/17,0.000387647,0.000117257,6.69E-05,3.77E-05
2012/5/18,0.000587604,0.000167105,6.07E-05,7.94E-06
2012/5/21,0.000290261,6.89E-05,4.32E-05,2.32E-05
2012/5/22,0.000427868,0.000101049,6.20E-05,3.89E-05
2012/5/23,0.000503257,9.50E-05,2.79E-05,7.34E-06
2012/5/24,0.000454292,7.21E-05,4.46E-05,1.06E-05
2012/5/25,0.000160281,3.16E-05,1.95E-05,6.94E-06
2012/5/29,0.000409934,0.000122329,7.26E-05,1.18E-05
2012/5/30,0.000295125,5.42E-05,2.94E-05,1.30E-05
2012/5/31,0.000396324,6.71E-05,3.53E-05,6.04E-06
2012/6/1,0.000396452,7.99E-05,4.83E-05,1.23E-05
2012/6/4,0.000521353,7.92E-05,4.11E-05,9.15E-06
2012/6/5,0.000511675,9.43E-05,5.73E-05,1.89E-05
2012/6/6,0.000215324,4.59E-05,2.75E-05,4.61E-06
2012/6/7,0.000226759,4.82E-05,2.35E-05,1.25E-05
2012/6/8,0.000142245,2.41E-05,1.40E-05,4.79E-06
2012/6/11,0.000258608,5.27E-05,3.35E-05,7.92E-06
2012/6/12,0.000281235,6.14E-05,3.53E-05,6.81E-06
2012/6/13,0.000165657,4.24E-05,1.83E-05,4.83E-06
2012/6/14,0.00021088,4.29E-05,1.38E-05,8.31E-06
2012/6/15,0.000100267,1.54E-05,8.30E-06,5.49E-06
2012/6/18,0.000253947,4.01E-05,1.17E-05,3.39E-06
2012/6/19,0.000128801,2.96E-05,1.01E-05,3.58E-06
2012/6/20,0.00024649,4.24E-05,2.43E-05,8.91E-06
2012/6/21,0.00023458,4.84E-05,2.44E-05,1.40E-05
2012/6/22,0.000162246,2.50E-05,1.14E-05,3.94E-06
2012/6/25,0.000153239,4.45E-05,2.17E-05,3.79E-06
2012/6/26,0.000254605,5.11E-05,3.08E-05,1.20E-05
2012/6/27,0.000230598,5.89E-05,1.67E-05,8.55E-06
2012/6/28,0.000254954,4.81E-05,2.01E-05,2.47E-06
2012/6/29,0.000104526,1.49E-05,8.32E-06,2.07E-06
2012/7/2,0.000147058,3.46E-05,2.32E-05,5.20E-06
2012/7/3,0.000133754,2.67E-05,1.20E-05,2.68E-06
2012/7/5,0.000153783,2.95E-05,1.58E-05,3.58E-06
2012/7/6,0.000182655,6.15E-05,1.61E-05,8.02E-06
2012/7/9,0.000144475,2.97E-05,1.79E-05,5.43E-06
2012/7/10,0.000270038,6.48E-05,3.61E-05,8.22E-06
2012/7/11,0.000319261,7.02E-05,3.04E-05,1.46E-05
2012/7/12,0.000283326,6.85E-05,3.81E-05,2.43E-05
2012/7/13,0.000153405,4.41E-05,1.56E-05,6.82E-06
2012/7/16,0.000155118,3.78E-05,2.11E-05,8.03E-06
2012/7/17,0.000235056,5.82E-05,2.73E-05,1.38E-05
2012/7/18,0.00014695,4.07E-05,1.57E-05,7.82E-06
2012/7/19,0.000283518,9.35E-05,3.15E-05,1.33E-05
2012/7/20,0.000246467,4.34E-05,2.75E-05,1.14E-05
2012/7/23,0.000249223,5.87E-05,2.63E-05,4.83E-06
2012/7/24,0.000268185,5.39E-05,2.96E-05,1.64E-05
2012/7/25,0.000297474,4.02E-05,2.09E-05,8.50E-06
2012/7/26,0.000602549,0.000316143,0.000276551,0.000258004
2012/7/27,0.000768434,0.000131099,4.64E-05,1.19E-05
2012/7/30,0.000387017,6.97E-05,4.10E-05,1.01E-05
2012/7/31,0.000222085,4.90E-05,2.30E-05,8.02E-06
2012/8/1,0.000245095,4.18E-05,1.62E-05,5.51E-06
2012/8/2,0.000315863,8.38E-05,4.21E-05,2.80E-05
2012/8/3,0.000112174,2.42E-05,1.42E-05,8.25E-07
2012/8/6,7.89E-05,1.38E-05,4.30E-06,1.10E-06
2012/8/7,0.000154593,2.86E-05,9.33E-06,2.06E-06
2012/8/8,9.33E-05,1.79E-05,1.15E-05,2.82E-06
2012/8/9,0.000106575,1.66E-05,1.10E-05,4.31E-06
2012/8/10,7.96E-05,1.69E-05,9.50E-06,8.21E-07
2012/8/13,0.000133408,4.16E-05,3.19E-05,1.70E-05
2012/8/14,0.000182727,6.32E-05,2.65E-05,1.42E-05
2012/8/15,0.000118694,1.72E-05,7.64E-06,2.39E-06
2012/8/16,0.00018864,3.20E-05,1.75E-05,5.38E-06
2012/8/17,0.000114566,1.77E-05,1.17E-05,3.35E-06
2012/8/20,9.72E-05,3.48E-05,1.88E-05,3.40E-06
2012/8/21,0.000196755,4.42E-05,2.01E-05,6.80E-06
2012/8/22,0.00019884,3.60E-05,2.43E-05,2.80E-06
2012/8/23,0.000213085,3.16E-05,1.48E-05,3.78E-06
2012/8/24,0.000137914,3.13E-05,1.32E-05,3.45E-06
2012/8/27,0.000144745,4.88E-05,3.15E-05,8.21E-06
2012/8/28,0.000114383,2.00E-05,8.24E-06,1.40E-06
2012/8/29,9.42E-05,1.67E-05,1.07E-05,5.34E-06
2012/8/30,0.000145454,3.80E-05,2.46E-05,9.26E-06
2012/8/31,0.000140856,2.98E-05,1.46E-05,5.00E-06
2012/9/4,0.000260264,7.03E-05,3.57E-05,1.02E-05
2012/9/5,0.000221481,5.67E-05,3.93E-05,4.92E-06
2012/9/6,0.000205188,3.67E-05,1.77E-05,8.71E-06
2012/9/7,0.000155758,3.16E-05,9.25E-06,2.13E-06
2012/9/10,0.000123582,2.97E-05,1.69E-05,2.88E-06
2012/9/11,0.000169484,2.65E-05,1.55E-05,5.48E-06
2012/9/12,0.000173777,3.69E-05,2.26E-05,7.97E-06
2012/9/13,0.000244902,4.07E-05,1.85E-05,6.64E-06
2012/9/14,0.000183834,4.73E-05,2.83E-05,5.98E-06
2012/9/17,0.000267983,2.04E-05,9.77E-06,1.96E-06
2012/9/18,8.73E-05,1.48E-05,5.83E-06,1.91E-06
2012/9/19,9.85E-05,2.23E-05,9.14E-06,3.14E-06
2012/9/20,0.00014063,2.30E-05,1.33E-05,3.49E-06
2012/9/21,7.22E-05,1.57E-05,8.02E-06,3.86E-06
2012/9/24,0.000112452,2.17E-05,1.24E-05,4.49E-06
2012/9/25,0.000157256,2.64E-05,1.50E-05,6.84E-06
2012/9/26,0.000179508,3.36E-05,2.19E-05,1.32E-05
2012/9/27,0.000201494,3.08E-05,1.55E-05,3.22E-06
2012/9/28,0.00016602,3.93E-05,1.91E-05,2.63E-06
2012/10/1,0.000190653,4.29E-05,2.89E-05,1.01E-05
2012/10/2,0.00020828,3.76E-05,1.61E-05,2.16E-06
2012/10/3,0.000219687,4.63E-05,2.42E-05,4.47E-06
2012/10/4,0.000141521,2.57E-05,1.37E-05,4.10E-06
2012/10/5,0.000132367,3.01E-05,1.12E-05,2.16E-06
2012/10/8,0.000123326,2.51E-05,1.10E-05,4.16E-06
2012/10/9,0.000244807,5.81E-05,2.48E-05,1.16E-05
2012/10/10,0.00028427,5.46E-05,3.51E-05,9.69E-06
2012/10/11,0.000211761,4.78E-05,2.38E-05,4.41E-06
2012/10/12,0.000172707,3.88E-05,1.64E-05,7.69E-06
2012/10/15,0.00021228,5.32E-05,3.62E-05,6.64E-06
2012/10/16,0.000168069,5.14E-05,3.62E-05,4.38E-06
2012/10/17,0.000189032,3.27E-05,1.25E-05,9.81E-07
2012/10/18,0.000417561,7.49E-05,3.45E-05,9.14E-06
2012/10/19,0.000298454,5.77E-05,2.12E-05,8.26E-06
2012/10/22,0.000354613,9.28E-05,3.61E-05,6.09E-06
2012/10/23,0.00047656,8.00E-05,4.17E-05,1.89E-05
2012/10/24,0.000462506,5.47E-05,1.80E-05,5.78E-06
2012/10/25,0.004881307,0.004615134,0.004567478,0.004544918
2012/10/26,0.000928696,0.000168386,9.40E-05,2.67E-05
2012/10/31,0.000305374,4.82E-05,3.57E-05,1.77E-05
2012/11/1,0.000156891,2.96E-05,6.20E-06,2.95E-06
2012/11/2,0.000240943,4.46E-05,2.81E-05,9.09E-06
2012/11/5,0.000256404,5.56E-05,3.34E-05,2.40E-06
2012/11/6,0.000126275,1.94E-05,5.62E-06,1.45E-06
2012/11/7,0.000264414,5.95E-05,2.98E-05,8.82E-06
2012/11/8,0.000245003,6.69E-05,3.69E-05,6.62E-06
2012/11/9,0.000355939,7.86E-05,3.68E-05,1.65E-05
2012/11/12,0.000229301,3.30E-05,1.38E-05,4.62E-06
2012/11/13,0.000285252,4.71E-05,2.97E-05,9.18E-06
2012/11/14,0.000206976,4.61E-05,2.23E-05,5.26E-06
2012/11/15,0.000325101,9.49E-05,5.27E-05,3.06E-05
2012/11/16,0.000465049,9.21E-05,4.79E-05,1.62E-05
2012/11/19,0.000223803,4.93E-05,2.03E-05,1.09E-05
2012/11/20,0.000249402,5.82E-05,2.73E-05,1.61E-05
2012/11/21,0.000213307,4.17E-05,2.09E-05,8.04E-06
2012/11/23,0.000513602,0.000106226,1.63E-05,5.54E-06
2012/11/26,0.000264276,4.30E-05,2.39E-05,5.06E-06
2012/11/27,0.000297924,6.28E-05,3.31E-05,1.00E-05
2012/11/28,0.000246404,4.29E-05,2.16E-05,1.11E-05
2012/11/29,0.000221326,4.65E-05,2.76E-05,3.59E-06
2012/11/30,0.000134736,2.80E-05,1.07E-05,4.66E-06
2012/12/3,0.000157828,3.36E-05,1.30E-05,6.98E-06
2012/12/4,0.000196557,4.16E-05,1.25E-05,2.39E-06
2012/12/5,0.000246577,4.51E-05,2.53E-05,1.35E-05
2012/12/6,0.000208359,3.43E-05,1.17E-05,2.68E-06
2012/12/7,0.000146209,2.65E-05,1.31E-05,4.16E-06
2012/12/10,0.000181091,2.52E-05,8.94E-06,1.45E-06
2012/12/11,0.000270589,7.53E-05,4.34E-05,1.29E-05
2012/12/12,0.000187516,4.35E-05,2.21E-05,8.27E-06
2012/12/13,0.000172668,2.97E-05,1.88E-05,4.44E-06
2012/12/14,0.000111914,2.21E-05,1.06E-05,5.11E-06
2012/12/17,0.000144837,3.43E-05,1.37E-05,2.65E-06
2012/12/18,0.000228011,6.41E-05,2.53E-05,1.12E-05
2012/12/19,0.00015756,3.38E-05,1.87E-05,3.52E-06
2012/12/20,0.000153611,2.64E-05,1.55E-05,7.64E-06
2012/12/21,0.00015485,2.55E-05,1.64E-05,3.61E-06
2012/12/24,7.91E-05,8.17E-06,3.90E-06,1.62E-06
2012/12/26,0.000208816,4.58E-05,3.13E-05,1.20E-05
2012/12/27,0.00035142,8.58E-05,4.37E-05,1.35E-05
2012/12/28,0.00020033,3.47E-05,1.10E-05,3.90E-06
2012/12/31,0.000367316,8.14E-05,4.10E-05,1.58E-05
2013/1/2,0.000316916,0.000145067,0.000106991,9.95E-05
2013/1/3,0.000133813,3.16E-05,1.78E-05,7.09E-06
2013/1/4,0.000127816,2.88E-05,1.32E-05,1.90E-06
2013/1/7,0.000208114,5.00E-05,1.19E-05,3.16E-06
2013/1/8,0.000201341,3.61E-05,1.89E-05,5.46E-06
2013/1/9,0.00016834,4.39E-05,1.58E-05,6.63E-06
2013/1/10,0.00023565,5.69E-05,2.84E-05,9.36E-06
2013/1/11,0.000120652,2.41E-05,1.38E-05,1.16E-06
2013/1/14,0.000273006,5.04E-05,2.40E-05,1.02E-05
2013/1/15,0.000141843,2.73E-05,1.23E-05,6.03E-06
2013/1/16,9.27E-05,2.16E-05,1.26E-05,4.57E-06
2013/1/17,0.000113894,2.51E-05,1.47E-05,4.66E-06
2013/1/18,0.000165645,1.73E-05,6.16E-06,1.98E-06
2013/1/22,8.08E-05,1.88E-05,1.15E-05,5.92E-06
2013/1/23,0.000105792,1.22E-05,4.51E-06,6.89E-07
2013/1/24,0.00022382,3.28E-05,1.60E-05,5.88E-06
2013/1/25,0.000183876,3.33E-05,1.64E-05,9.15E-06
2013/1/28,0.000366014,6.25E-05,2.79E-05,1.03E-05
2013/1/29,0.004488647,0.00421437,0.004171541,0.004137947
2013/1/30,0.001343552,0.000326067,0.000132507,1.89E-05
2013/1/31,0.000424423,7.43E-05,4.46E-05,2.10E-05
2013/2/1,0.0002264,4.76E-05,2.22E-05,3.69E-06
2013/2/4,0.000256471,5.44E-05,1.74E-05,1.10E-05
2013/2/5,0.00031578,4.79E-05,2.85E-05,3.92E-06
2013/2/6,0.000178393,3.25E-05,2.42E-05,9.48E-06
2013/2/7,0.00035485,9.03E-05,2.68E-05,4.93E-06
2013/2/8,0.000174737,3.58E-05,1.44E-05,3.27E-06
2013/2/11,0.000206215,4.30E-05,1.50E-05,4.14E-06
2013/2/12,0.000162476,4.05E-05,2.27E-05,2.76E-06
2013/2/13,0.00031674,7.69E-05,2.71E-05,3.42E-06
2013/2/14,0.000223125,5.05E-05,1.52E-05,5.05E-06
2013/2/15,0.000181337,3.31E-05,2.04E-05,8.76E-06
2013/2/19,0.000129914,2.26E-05,1.45E-05,6.83E-06
2013/2/20,0.000330293,4.87E-05,2.17E-05,4.19E-06
2013/2/21,0.000241809,6.11E-05,4.23E-05,8.88E-06
2013/2/22,0.000194382,4.69E-05,3.15E-05,9.79E-06
2013/2/25,0.000241568,5.80E-05,2.89E-05,9.04E-06
2013/2/26,0.000374776,4.80E-05,1.56E-05,7.55E-06
2013/2/27,0.000268789,5.24E-05,2.79E-05,9.18E-06
2013/2/28,0.000225328,6.40E-05,2.07E-05,3.32E-06
2013/3/1,0.000194757,5.74E-05,3.76E-05,1.32E-05
2013/3/4,0.000242333,5.25E-05,2.71E-05,6.39E-06
2013/3/5,0.000357044,8.95E-05,5.59E-05,3.15E-05
2013/3/6,0.000147996,2.96E-05,1.49E-05,7.16E-06
2013/3/7,0.000155257,2.51E-05,1.09E-05,3.81E-06
2013/3/8,0.000102068,3.34E-05,1.72E-05,3.47E-06
2013/3/11,8.67E-05,1.92E-05,7.52E-06,2.77E-06
2013/3/12,0.000336971,5.90E-05,4.20E-05,1.26E-05
2013/3/13,0.0001944,4.64E-05,3.48E-05,4.20E-06
2013/3/14,0.000193695,3.47E-05,1.84E-05,6.41E-06
2013/3/15,0.000219806,0.000101256,8.27E-05,7.50E-05
2013/3/18,0.00018904,3.70E-05,1.50E-05,3.48E-06
2013/3/19,0.00028306,5.74E-05,2.95E-05,7.47E-06
2013/3/20,0.000211005,4.96E-05,2.75E-05,5.68E-06
2013/3/21,0.000113245,2.67E-05,1.05E-05,7.54E-06
2013/3/22,0.000160219,3.29E-05,2.08E-05,4.87E-06
2013/3/25,0.000243174,6.01E-05,2.66E-05,5.85E-06
2013/3/26,0.000143873,4.30E-05,2.26E-05,3.09E-06
2013/3/27,0.000265992,7.12E-05,3.25E-05,5.87E-06
2013/3/28,0.000102361,1.92E-05,8.44E-06,1.35E-06
2013/4/1,0.000166078,2.71E-05,1.35E-05,3.67E-06
2013/4/2,0.000159234,2.42E-05,1.24E-05,1.69E-06
2013/4/3,0.000121283,2.07E-05,1.07E-05,5.65E-06
2013/4/4,0.000245706,4.06E-05,2.57E-05,1.18E-05
2013/4/5,0.000193041,4.53E-05,2.70E-05,1.19E-05
2013/4/8,0.000149465,3.11E-05,8.78E-06,3.84E-06
2013/4/9,0.000182439,2.03E-05,6.23E-06,2.26E-06
2013/4/10,0.000139702,2.36E-05,1.05E-05,2.25E-06
2013/4/11,0.000151396,2.00E-05,1.11E-05,2.86E-06
2013/4/12,0.000165648,2.49E-05,1.49E-05,1.98E-06
2013/4/15,0.000319324,6.41E-05,2.37E-05,3.63E-06
2013/4/16,0.000154078,2.87E-05,8.39E-06,4.14E-06
2013/4/17,0.000233277,4.00E-05,1.70E-05,6.70E-06
2013/4/18,0.000326965,7.29E-05,4.58E-05,2.05E-05
2013/4/19,0.000223762,9.30E-05,5.44E-05,4.27E-05
2013/4/22,0.000318529,5.79E-05,3.30E-05,1.59E-05
2013/4/23,0.000306733,4.16E-05,3.08E-05,1.37E-05
2013/4/24,0.000199422,3.57E-05,1.80E-05,9.89E-06
2013/4/25,0.000299312,0.000181044,0.000158484,0.000152829
2013/4/26,0.000907705,0.000195922,0.000107395,3.24E-05
2013/4/29,0.000449643,8.20E-05,3.72E-05,9.96E-06
2013/4/30,0.000230575,2.95E-05,9.61E-06,3.62E-06
2013/5/1,0.000396202,8.39E-05,3.63E-05,9.64E-06
2013/5/2,0.000532622,0.000296068,0.000274361,0.000258941
2013/5/3,0.00014431,4.12E-05,1.09E-05,2.40E-06
2013/5/6,0.000239381,2.36E-05,6.54E-06,1.48E-06
2013/5/7,0.000263011,4.43E-05,1.47E-05,2.90E-06
2013/5/8,0.000137451,2.01E-05,1.28E-05,1.00E-06
2013/5/9,0.000193338,4.31E-05,1.75E-05,2.81E-06
2013/5/10,0.000186795,2.16E-05,1.16E-05,6.06E-06
