Date,OT,RV_5min,RV_10min,RV_30min
2011/12/2,8.98E-05,1.64E-05,8.15E-06,4.83E-06
2011/12/5,9.24E-05,1.62E-05,5.81E-06,2.88E-06
2011/12/6,0.00010342,3.18E-05,1.90E-05,4.60E-06
2011/12/7,0.000115068,1.87E-05,7.25E-06,2.48E-06
2011/12/8,0.000127505,2.70E-05,1.19E-05,4.98E-06
2011/12/9,5.85E-05,1.23E-05,6.74E-06,1.33E-06
2011/12/12,7.69E-05,1.24E-05,5.61E-06,3.29E-06
2011/12/13,0.000125642,3.42E-05,1.35E-05,4.55E-06
2011/12/14,0.000193844,3.77E-05,2.13E-05,9.42E-06
2011/12/15,9.60E-05,1.74E-05,1.08E-05,2.97E-06
2011/12/16,6.84E-05,6.34E-06,3.63E-06,1.50E-06
2011/12/19,9.37E-05,1.77E-05,9.13E-06,2.89E-06
2011/12/20,5.96E-05,1.30E-05,6.35E-06,2.22E-06
2011/12/21,0.000114768,2.50E-05,1.66E-05,7.43E-06
2011/12/22,3.26E-05,6.25E-06,2.64E-06,8.11E-07
2011/12/23,2.57E-05,5.92E-06,2.92E-06,1.26E-06
2011/12/27,5.92E-05,1.54E-05,8.71E-06,2.21E-06
2011/12/28,5.78E-05,1.23E-05,4.63E-06,1.66E-06
2011/12/29,5.39E-05,5.25E-06,3.63E-06,1.20E-06
2011/12/30,1.44E-05,2.97E-06,1.43E-06,6.02E-07
2012/1/3,4.61E-05,7.93E-06,3.99E-06,9.32E-07
2012/1/4,4.90E-05,8.59E-06,4.97E-06,1.92E-06
2012/1/5,4.97E-05,1.12E-05,8.59E-06,7.81E-07
2012/1/6,3.00E-05,6.74E-06,3.76E-06,7.53E-07
2012/1/9,9.32E-05,1.70E-05,6.04E-06,2.65E-06
2012/1/10,5.74E-05,1.20E-05,5.15E-06,2.06E-06
2012/1/11,5.91E-05,1.27E-05,7.08E-06,7.57E-07
2012/1/12,5.97E-05,9.60E-06,4.55E-06,1.69E-06
2012/1/13,2.84E-05,9.29E-06,5.65E-06,1.40E-06
2012/1/17,3.18E-05,5.27E-06,2.41E-06,9.33E-07
2012/1/18,3.00E-05,6.58E-06,3.56E-06,8.15E-07
2012/1/19,3.38E-05,6.98E-06,2.91E-06,1.03E-06
2012/1/20,3.49E-05,6.82E-06,4.19E-06,3.16E-06
2012/1/23,6.45E-05,9.16E-06,4.56E-06,1.16E-06
2012/1/24,6.19E-05,1.20E-05,3.48E-06,1.26E-06
2012/1/25,0.000189963,2.75E-05,1.75E-05,8.55E-06
2012/1/26,5.12E-05,1.32E-05,6.51E-06,2.69E-06
2012/1/27,3.79E-05,9.14E-06,2.29E-06,1.32E-06
2012/1/30,8.00E-05,1.31E-05,7.56E-06,2.20E-06
2012/1/31,7.38E-05,1.31E-05,7.73E-06,1.95E-06
2012/2/1,5.43E-05,9.55E-06,5.06E-06,1.78E-06
2012/2/2,3.44E-05,7.50E-06,3.77E-06,1.19E-06
2012/2/3,2.24E-05,5.14E-06,2.06E-06,5.66E-07
2012/2/6,3.69E-05,5.86E-06,3.02E-06,1.06E-06
2012/2/7,5.29E-05,7.93E-06,4.51E-06,2.67E-06
2012/2/8,5.39E-05,1.03E-05,5.12E-06,9.48E-07
2012/2/9,0.000213708,4.25E-05,1.74E-05,7.84E-06
2012/2/10,0.000192568,4.97E-05,1.91E-05,7.13E-06
2012/2/13,0.000122693,2.00E-05,1.05E-05,2.98E-06
2012/2/14,8.83E-05,1.81E-05,7.56E-06,2.11E-06
2012/2/15,0.00073225,0.000135585,8.34E-05,3.06E-05
2012/2/16,0.000343613,7.32E-05,2.85E-05,1.01E-05
2012/2/17,0.000160309,2.92E-05,1.43E-05,6.43E-06
2012/2/21,0.000163201,2.38E-05,1.12E-05,1.97E-06
2012/2/22,0.000160064,3.39E-05,1.20E-05,2.54E-06
2012/2/23,0.000217866,3.85E-05,1.49E-05,4.28E-06
2012/2/24,3.78E-05,8.26E-06,4.76E-06,9.23E-07
2012/2/27,0.000116589,2.12E-05,1.09E-05,1.81E-06
2012/2/28,0.000101125,1.90E-05,6.96E-06,3.53E-06
2012/2/29,0.000342423,7.86E-05,3.06E-05,1.24E-05
2012/3/1,0.000156927,2.90E-05,1.90E-05,8.67E-06
2012/3/2,6.55E-05,1.95E-05,1.02E-05,1.80E-06
2012/3/5,0.000402272,5.86E-05,3.17E-05,7.90E-06
2012/3/6,0.00038666,7.36E-05,4.04E-05,1.91E-05
2012/3/7,0.00031449,5.22E-05,2.51E-05,7.95E-06
2012/3/8,9.59E-05,2.08E-05,9.54E-06,3.49E-06
2012/3/9,5.83E-05,9.09E-06,4.98E-06,2.41E-06
2012/3/12,5.47E-05,9.86E-06,5.32E-06,1.51E-06
2012/3/13,7.09E-05,1.09E-05,5.41E-06,1.78E-06
2012/3/14,0.000580535,0.000106186,6.36E-05,1.50E-05
2012/3/15,0.000618895,0.00012189,5.41E-05,1.67E-05
2012/3/16,0.000206437,3.34E-05,2.28E-05,7.54E-06
2012/3/19,0.000226545,2.70E-05,1.50E-05,7.73E-06
2012/3/20,0.000196935,4.12E-05,1.74E-05,6.98E-06
2012/3/21,0.000137468,3.35E-05,1.29E-05,2.70E-06
2012/3/22,0.000129505,1.76E-05,1.06E-05,3.78E-06
2012/3/23,7.91E-05,1.96E-05,5.58E-06,2.92E-06
2012/3/26,7.30E-05,1.46E-05,8.42E-06,2.40E-06
2012/3/27,7.59E-05,1.41E-05,6.63E-06,3.33E-06
2012/3/28,0.000148176,2.11E-05,9.69E-06,2.36E-06
2012/3/29,0.000132805,2.89E-05,1.17E-05,6.50E-06
2012/3/30,0.000134042,3.04E-05,1.26E-05,2.62E-06
2012/4/2,0.000104853,1.59E-05,6.87E-06,2.22E-06
2012/4/3,0.000155509,2.06E-05,1.17E-05,3.50E-06
2012/4/4,9.65E-05,1.88E-05,7.90E-06,3.97E-06
2012/4/5,7.21E-05,1.64E-05,7.20E-06,2.35E-06
2012/4/9,0.000118841,2.66E-05,1.72E-05,8.99E-06
2012/4/10,0.000283695,6.39E-05,4.02E-05,9.85E-06
2012/4/11,0.00017883,3.07E-05,1.66E-05,3.82E-06
2012/4/12,0.000158946,4.08E-05,1.93E-05,2.55E-06
2012/4/13,0.000266535,4.07E-05,2.05E-05,8.53E-06
2012/4/16,0.000847712,0.000190515,0.000100421,6.43E-06
2012/4/17,0.000320478,7.28E-05,3.13E-05,1.04E-05
2012/4/18,0.00044231,9.73E-05,5.20E-05,1.31E-05
2012/4/19,0.000477653,0.000102107,3.09E-05,3.97E-06
2012/4/20,0.000417164,9.03E-05,6.55E-05,6.95E-06
2012/4/23,0.000734977,0.000128894,5.50E-05,2.16E-05
2012/4/24,0.000402671,0.000106546,5.28E-05,1.43E-05
2012/4/25,0.000260867,6.13E-05,1.44E-05,2.78E-06
2012/4/26,0.000159899,3.59E-05,1.59E-05,9.16E-06
2012/4/27,0.00010642,2.27E-05,6.20E-06,2.90E-06
2012/4/30,0.000199678,3.27E-05,1.52E-05,6.42E-06
2012/5/1,0.000305706,6.33E-05,3.81E-05,1.30E-05
2012/5/2,0.000201468,3.95E-05,1.65E-05,3.84E-06
2012/5/3,0.000140656,2.84E-05,1.33E-05,5.54E-06
2012/5/4,0.00013513,3.35E-05,1.40E-05,3.45E-06
2012/5/7,0.000296791,7.46E-05,3.75E-05,1.13E-05
2012/5/8,0.000250934,4.18E-05,1.97E-05,8.43E-06
2012/5/9,0.000250598,4.65E-05,2.85E-05,8.75E-06
2012/5/10,0.000115446,2.01E-05,1.08E-05,2.10E-06
2012/5/11,0.000151587,3.15E-05,1.64E-05,4.35E-06
2012/5/14,0.000136957,1.71E-05,7.52E-06,1.61E-06
2012/5/15,0.000193611,3.53E-05,1.82E-05,6.17E-06
2012/5/16,0.000207302,6.35E-05,3.06E-05,9.22E-06
2012/5/17,0.000325908,7.72E-05,4.90E-05,2.34E-05
2012/5/18,0.000420017,8.47E-05,4.17E-05,1.81E-05
2012/5/21,0.000320435,5.65E-05,1.91E-05,9.39E-06
2012/5/22,0.000408227,8.85E-05,5.43E-05,1.37E-05
2012/5/23,0.000457103,0.000135998,4.97E-05,4.52E-06
2012/5/24,0.000347508,8.36E-05,4.37E-05,1.97E-05
2012/5/25,0.000140702,3.64E-05,9.15E-06,5.22E-06
2012/5/29,0.000173547,3.89E-05,2.44E-05,1.22E-05
2012/5/30,0.000213537,3.82E-05,1.41E-05,6.59E-06
2012/5/31,0.000167905,3.78E-05,2.09E-05,3.60E-06
2012/6/1,0.000151819,2.86E-05,1.62E-05,5.00E-06
2012/6/4,0.000575303,0.00012403,5.68E-05,1.57E-05
2012/6/5,0.000245855,6.42E-05,3.42E-05,1.85E-05
2012/6/6,9.52E-05,2.06E-05,1.21E-05,3.16E-06
2012/6/7,0.000101847,2.22E-05,1.42E-05,6.00E-06
2012/6/8,4.35E-05,9.17E-06,3.72E-06,6.79E-07
2012/6/11,0.000210403,3.83E-05,2.55E-05,8.95E-06
2012/6/12,0.000220667,5.18E-05,2.69E-05,9.51E-06
2012/6/13,0.000106378,2.92E-05,1.85E-05,4.62E-06
2012/6/14,0.000110427,1.69E-05,6.87E-06,2.46E-06
2012/6/15,4.05E-05,7.68E-06,4.59E-06,1.40E-06
2012/6/18,0.000129781,1.63E-05,4.68E-06,9.78E-07
2012/6/19,0.000122324,2.39E-05,1.19E-05,4.26E-06
2012/6/20,0.000142218,3.73E-05,1.51E-05,6.09E-06
2012/6/21,9.45E-05,1.74E-05,7.29E-06,3.34E-06
2012/6/22,6.82E-05,1.50E-05,7.43E-06,1.79E-06
2012/6/25,9.41E-05,2.35E-05,1.25E-05,1.84E-06
2012/6/26,0.000131761,3.05E-05,2.03E-05,6.30E-06
2012/6/27,6.26E-05,1.16E-05,5.41E-06,1.78E-06
2012/6/28,8.58E-05,1.47E-05,9.04E-06,4.55E-06
2012/6/29,4.00E-05,5.61E-06,2.42E-06,6.14E-07
2012/7/2,0.000121592,2.96E-05,1.48E-05,3.62E-06
2012/7/3,2.39E-05,4.41E-06,1.84E-06,6.58E-07
2012/7/5,9.13E-05,1.78E-05,8.10E-06,2.78E-06
2012/7/6,0.000106413,1.97E-05,8.52E-06,4.71E-06
2012/7/9,0.000107762,2.20E-05,9.90E-06,6.39E-06
2012/7/10,0.000142085,3.20E-05,1.45E-05,4.78E-06
2012/7/11,0.000180662,4.83E-05,2.36E-05,1.60E-05
2012/7/12,0.000147227,3.30E-05,1.93E-05,5.88E-06
2012/7/13,6.07E-05,1.42E-05,7.24E-06,1.65E-06
2012/7/16,8.37E-05,1.37E-05,4.78E-06,1.27E-06
2012/7/17,0.000112437,2.36E-05,1.34E-05,8.12E-06
2012/7/18,5.93E-05,2.09E-05,1.73E-05,7.49E-06
2012/7/19,6.24E-05,1.62E-05,7.85E-06,5.00E-06
2012/7/20,4.93E-05,1.03E-05,5.62E-06,2.45E-06
2012/7/23,0.000218503,4.61E-05,2.84E-05,1.24E-05
2012/7/24,0.000137693,2.56E-05,1.28E-05,4.49E-06
2012/7/25,0.000250843,3.30E-05,1.88E-05,4.07E-06
2012/7/26,0.000134388,2.42E-05,7.41E-06,3.69E-06
2012/7/27,9.66E-05,1.99E-05,7.15E-06,1.87E-06
2012/7/30,0.000142932,3.12E-05,1.34E-05,5.01E-06
2012/7/31,0.000108887,2.39E-05,1.29E-05,3.97E-06
2012/8/1,0.000160728,2.91E-05,1.39E-05,4.83E-06
2012/8/2,0.000144151,2.64E-05,1.28E-05,3.91E-06
2012/8/3,4.69E-05,1.03E-05,3.66E-06,8.90E-07
2012/8/6,5.43E-05,1.19E-05,5.79E-06,8.98E-07
2012/8/7,7.34E-05,1.40E-05,9.74E-06,2.53E-06
2012/8/8,5.00E-05,7.20E-06,3.37E-06,9.93E-07
2012/8/9,3.26E-05,7.67E-06,4.38E-06,6.90E-07
2012/8/10,1.82E-05,3.44E-06,1.90E-06,8.01E-07
2012/8/13,4.33E-05,1.35E-05,7.31E-06,2.75E-06
2012/8/14,6.49E-05,1.90E-05,6.09E-06,2.86E-06
2012/8/15,5.32E-05,1.43E-05,3.67E-06,1.02E-06
2012/8/16,3.35E-05,7.13E-06,3.94E-06,9.24E-07
2012/8/17,3.52E-05,5.85E-06,3.23E-06,3.11E-07
2012/8/20,9.69E-05,1.96E-05,1.19E-05,2.85E-06
2012/8/21,0.000299341,5.97E-05,2.57E-05,1.00E-05
2012/8/22,0.000196008,5.04E-05,2.46E-05,8.28E-06
2012/8/23,0.000173851,3.43E-05,1.61E-05,3.28E-06
2012/8/24,9.81E-05,1.83E-05,9.17E-06,4.05E-06
2012/8/27,0.000135109,2.13E-05,1.23E-05,6.21E-06
2012/8/28,4.90E-05,1.06E-05,4.85E-06,1.44E-06
2012/8/29,3.66E-05,8.10E-06,4.73E-06,2.17E-06
2012/8/30,6.86E-05,1.73E-05,8.32E-06,4.61E-06
2012/8/31,0.000115094,2.19E-05,1.05E-05,2.02E-06
2012/9/4,1.00E-04,1.74E-05,9.73E-06,3.65E-06
2012/9/5,8.25E-05,9.53E-06,4.05E-06,1.16E-06
2012/9/6,6.19E-05,1.35E-05,6.73E-06,1.88E-06
2012/9/7,4.35E-05,9.33E-06,3.71E-06,1.43E-06
2012/9/10,0.000153537,2.65E-05,1.63E-05,5.93E-06
2012/9/11,0.000185717,3.39E-05,1.84E-05,8.07E-06
2012/9/12,0.000359932,4.89E-05,3.17E-05,1.37E-05
2012/9/13,0.000116517,2.35E-05,1.14E-05,4.38E-06
2012/9/14,8.04E-05,1.83E-05,8.71E-06,3.19E-06
2012/9/17,5.34E-05,9.01E-06,3.87E-06,1.18E-06
2012/9/18,5.69E-05,1.03E-05,5.83E-06,2.94E-06
2012/9/19,3.77E-05,8.73E-06,2.80E-06,8.76E-07
2012/9/20,4.42E-05,1.11E-05,5.40E-06,1.76E-06
2012/9/21,2.97E-05,6.10E-06,3.33E-06,2.27E-06
2012/9/24,0.000163703,3.32E-05,1.83E-05,5.02E-06
2012/9/25,0.000136393,3.09E-05,2.01E-05,3.42E-06
2012/9/26,0.000237429,4.48E-05,2.48E-05,1.08E-05
2012/9/27,0.000162366,3.99E-05,1.82E-05,4.87E-06
2012/9/28,0.000175773,4.05E-05,1.53E-05,3.75E-06
2012/10/1,0.000251062,7.38E-05,5.68E-05,1.74E-05
2012/10/2,0.000314363,5.50E-05,2.31E-05,6.13E-06
2012/10/3,0.000155952,3.79E-05,2.09E-05,5.76E-06
2012/10/4,0.000102241,2.06E-05,1.36E-05,4.04E-06
2012/10/5,0.000163132,4.04E-05,2.27E-05,5.12E-06
2012/10/8,0.000297173,5.32E-05,2.47E-05,7.43E-06
2012/10/9,0.000389315,9.19E-05,6.07E-05,1.09E-05
2012/10/10,0.000202673,3.85E-05,1.94E-05,7.67E-06
2012/10/11,0.000194506,4.03E-05,2.24E-05,7.78E-06
2012/10/12,0.000228342,4.40E-05,2.89E-05,1.10E-05
2012/10/15,0.000207424,4.29E-05,2.70E-05,8.02E-06
2012/10/16,0.000143635,2.53E-05,9.29E-06,3.03E-06
2012/10/17,0.000138156,3.64E-05,2.30E-05,2.63E-06
2012/10/18,0.000207674,3.26E-05,1.46E-05,5.57E-06
2012/10/19,0.000141571,2.40E-05,1.51E-05,2.92E-06
2012/10/22,0.000270064,4.91E-05,2.50E-05,5.77E-06
2012/10/23,0.00060186,0.000126532,7.33E-05,1.54E-05
2012/10/24,0.000323121,4.86E-05,1.91E-05,6.65E-06
2012/10/25,0.000242129,5.42E-05,1.84E-05,5.32E-06
2012/10/26,0.000421064,8.38E-05,3.73E-05,1.84E-05
2012/10/31,0.000368157,7.55E-05,3.87E-05,1.67E-05
2012/11/1,0.000168857,4.62E-05,2.66E-05,1.58E-05
2012/11/2,0.000158673,4.29E-05,1.63E-05,5.50E-06
2012/11/5,0.000297566,5.77E-05,3.14E-05,7.66E-06
2012/11/6,0.000123658,2.94E-05,1.52E-05,3.45E-06
2012/11/7,0.000404045,8.34E-05,4.50E-05,1.86E-05
2012/11/8,0.000781278,0.000159547,7.51E-05,2.07E-05
2012/11/9,0.000573139,7.86E-05,3.69E-05,1.40E-05
2012/11/12,0.000352218,7.36E-05,3.71E-05,2.01E-05
2012/11/13,0.000358752,6.65E-05,3.35E-05,1.16E-05
2012/11/14,0.000309039,7.85E-05,2.82E-05,5.68E-06
2012/11/15,0.000404245,7.99E-05,3.76E-05,1.33E-05
2012/11/16,0.000756883,0.000143491,8.50E-05,2.26E-05
2012/11/19,0.000235012,4.29E-05,1.74E-05,6.70E-06
2012/11/20,0.000341503,8.72E-05,3.26E-05,8.25E-06
2012/11/21,0.000200193,3.52E-05,1.59E-05,4.38E-06
2012/11/23,5.98E-05,1.34E-05,5.87E-06,1.97E-06
2012/11/26,0.000165649,2.28E-05,1.39E-05,5.74E-06
2012/11/27,0.000278106,6.59E-05,2.68E-05,1.16E-05
2012/11/28,0.000231783,4.72E-05,2.49E-05,1.30E-05
2012/11/29,0.000188489,3.26E-05,1.85E-05,4.32E-06
2012/11/30,9.17E-05,2.03E-05,8.81E-06,2.04E-06
2012/12/3,0.000110966,2.67E-05,1.30E-05,7.98E-06
2012/12/4,0.000198128,4.25E-05,2.23E-05,4.61E-06
2012/12/5,0.000670349,0.00018422,8.16E-05,2.83E-05
2012/12/6,0.000979768,0.000145593,7.67E-05,1.90E-05
2012/12/7,0.000704362,8.61E-05,4.26E-05,1.36E-05
2012/12/10,0.000609388,9.76E-05,4.61E-05,1.98E-05
2012/12/11,0.000323012,6.64E-05,3.69E-05,1.16E-05
2012/12/12,0.000324068,6.27E-05,4.42E-05,1.19E-05
2012/12/13,0.000288039,5.37E-05,2.70E-05,6.01E-06
2012/12/14,0.000360014,5.14E-05,2.53E-05,1.17E-05
2012/12/17,0.000577858,9.96E-05,6.30E-05,1.10E-05
2012/12/18,0.000297842,6.25E-05,3.12E-05,1.25E-05
2012/12/19,0.000223838,4.37E-05,2.97E-05,1.43E-05
2012/12/20,0.000228772,4.21E-05,2.14E-05,9.13E-06
2012/12/21,0.000165946,2.74E-05,1.23E-05,3.29E-06
2012/12/24,8.71E-05,1.87E-05,6.86E-06,2.42E-06
2012/12/26,0.000131275,3.16E-05,1.83E-05,5.33E-06
2012/12/27,0.000175507,3.56E-05,2.16E-05,1.15E-05
2012/12/28,0.000105296,1.84E-05,6.80E-06,1.43E-06
2012/12/31,0.000385307,6.59E-05,2.77E-05,9.63E-06
2013/1/2,0.000230484,4.98E-05,3.08E-05,1.00E-05
2013/1/3,0.000141922,2.81E-05,1.08E-05,2.17E-06
2013/1/4,0.000173137,4.31E-05,1.64E-05,5.04E-06
2013/1/7,0.000309709,6.47E-05,2.06E-05,7.42E-06
2013/1/8,0.000240235,3.99E-05,1.72E-05,5.90E-06
2013/1/9,0.000152717,2.83E-05,1.17E-05,4.07E-06
2013/1/10,0.000249478,6.70E-05,3.33E-05,1.34E-05
2013/1/11,0.000121616,2.74E-05,7.24E-06,1.67E-06
2013/1/14,0.000301579,0.00012053,1.75E-05,6.36E-06
2013/1/15,0.000296651,5.87E-05,2.23E-05,5.35E-06
2013/1/16,0.000190066,3.56E-05,1.52E-05,3.88E-06
2013/1/17,0.000173875,4.30E-05,1.99E-05,4.49E-06
2013/1/18,8.17E-05,1.30E-05,6.52E-06,2.64E-06
2013/1/22,0.000169599,2.30E-05,1.34E-05,5.16E-06
2013/1/23,0.000206733,4.36E-05,1.65E-05,6.89E-06
2013/1/24,0.000600011,0.000116466,6.16E-05,9.62E-06
2013/1/25,0.000599866,0.000116709,5.42E-05,1.63E-05
2013/1/28,0.000471421,0.000118765,7.12E-05,2.50E-05
2013/1/29,0.000210927,4.28E-05,2.66E-05,6.31E-06
2013/1/30,0.000228826,3.37E-05,1.41E-05,1.42E-06
2013/1/31,0.000130721,2.46E-05,1.06E-05,5.06E-06
2013/2/1,0.000209474,2.77E-05,1.61E-05,3.31E-06
2013/2/4,0.000222611,5.98E-05,2.65E-05,5.70E-06
2013/2/5,0.000249042,4.63E-05,3.11E-05,2.49E-06
2013/2/6,0.000357319,9.79E-05,5.68E-05,2.28E-05
2013/2/7,0.000415171,8.19E-05,5.01E-05,7.39E-06
2013/2/8,0.00014436,2.02E-05,1.00E-05,1.62E-06
2013/2/11,0.000203542,3.62E-05,1.92E-05,6.94E-06
2013/2/12,0.000297622,4.81E-05,1.82E-05,9.43E-06
2013/2/13,0.000281254,4.48E-05,1.95E-05,6.88E-06
2013/2/14,0.000198573,4.62E-05,1.45E-05,3.86E-06
2013/2/15,0.000116473,2.42E-05,1.30E-05,4.72E-06
2013/2/19,0.00020853,3.54E-05,1.28E-05,6.01E-06
2013/2/20,0.000150698,3.61E-05,2.11E-05,8.60E-06
2013/2/21,0.000213082,4.82E-05,2.76E-05,8.66E-06
2013/2/22,0.000147046,4.86E-05,1.54E-05,5.04E-06
2013/2/25,0.000149653,2.88E-05,1.48E-05,8.63E-06
2013/2/26,0.000337338,7.00E-05,3.38E-05,8.20E-06
2013/2/27,0.000602231,0.000115787,6.97E-05,2.25E-05
2013/2/28,0.000158039,3.84E-05,1.96E-05,3.02E-06
2013/3/1,0.000203373,3.66E-05,1.58E-05,7.40E-06
2013/3/4,0.000186954,4.17E-05,2.24E-05,8.86E-06
2013/3/5,0.000290428,4.87E-05,3.39E-05,1.07E-05
2013/3/6,0.000219615,5.72E-05,2.10E-05,9.17E-06
2013/3/7,0.000213007,5.38E-05,2.83E-05,1.11E-05
2013/3/8,0.000189378,3.92E-05,1.72E-05,5.14E-06
2013/3/11,0.000229685,4.82E-05,1.88E-05,3.77E-06
2013/3/12,0.000267238,2.75E-05,1.31E-05,3.46E-06
2013/3/13,0.000194034,2.85E-05,1.39E-05,5.15E-06
2013/3/14,0.000164874,3.57E-05,1.68E-05,3.60E-06
2013/3/15,0.000139759,3.87E-05,1.72E-05,3.32E-06
2013/3/18,0.000204194,4.03E-05,1.70E-05,4.93E-06
2013/3/19,0.000261859,3.55E-05,1.32E-05,3.71E-06
2013/3/20,0.00013593,3.80E-05,2.57E-05,1.28E-05
2013/3/21,0.000163254,4.00E-05,1.86E-05,1.01E-05
2013/3/22,0.000102002,3.22E-05,1.57E-05,1.07E-05
2013/3/25,0.00020349,3.95E-05,2.12E-05,1.50E-05
2013/3/26,8.34E-05,1.79E-05,7.60E-06,1.85E-06
2013/3/27,9.26E-05,2.29E-05,8.17E-06,1.10E-06
2013/3/28,0.000121333,2.05E-05,7.09E-06,2.15E-06
2013/4/1,0.000160968,3.20E-05,1.82E-05,5.54E-06
2013/4/2,0.000344125,4.93E-05,3.56E-05,2.26E-05
2013/4/3,0.000204955,3.36E-05,1.99E-05,1.17E-05
2013/4/4,0.000217828,4.62E-05,2.57E-05,9.47E-06
2013/4/5,0.000133583,2.83E-05,1.66E-05,3.73E-06
2013/4/8,0.000124403,2.31E-05,1.61E-05,4.43E-06
2013/4/9,0.000106258,3.03E-05,1.11E-05,3.64E-06
2013/4/10,0.000138459,4.54E-05,1.19E-05,5.88E-06
2013/4/11,0.000133892,2.49E-05,1.10E-05,3.78E-06
2013/4/12,7.64E-05,1.18E-05,6.44E-06,2.23E-06
2013/4/15,0.000122173,2.49E-05,1.18E-05,4.92E-06
2013/4/16,0.00014921,3.08E-05,1.24E-05,5.05E-06
2013/4/17,0.00053512,8.73E-05,5.15E-05,1.35E-05
2013/4/18,0.000345461,7.02E-05,3.69E-05,1.60E-05
2013/4/19,0.000484891,0.0001183,4.11E-05,1.63E-05
2013/4/22,0.000265736,3.76E-05,1.83E-05,8.56E-06
2013/4/23,0.000330589,8.12E-05,6.10E-05,1.54E-05
2013/4/24,0.00104722,0.000179388,9.58E-05,1.59E-05
2013/4/25,0.000263742,4.07E-05,1.85E-05,8.00E-06
2013/4/26,0.000176684,3.68E-05,2.01E-05,7.20E-06
2013/4/29,0.000181553,3.39E-05,1.64E-05,4.06E-06
2013/4/30,0.00026737,7.47E-05,3.52E-05,1.98E-05
2013/5/1,0.000273624,5.53E-05,2.62E-05,9.76E-06
2013/5/2,0.000157861,3.54E-05,1.85E-05,1.07E-05
2013/5/3,7.79E-05,1.50E-05,8.82E-06,3.21E-06
2013/5/6,0.000117287,1.95E-05,8.15E-06,2.19E-06
2013/5/7,0.000171907,3.92E-05,1.29E-05,6.93E-06
2013/5/8,0.000114816,1.66E-05,1.21E-05,2.85E-06
2013/5/9,0.000181809,3.62E-05,1.85E-05,3.69E-06
2013/5/10,0.00016684,2.45E-05,8.08E-06,1.78E-06
2013/5/13,0.000137501,3.17E-05,2.02E-05,9.53E-06
2013/5/14,0.000199014,3.36E-05,1.16E-05,4.07E-06
2013/5/15,0.000384104,7.89E-05,4.90E-05,1.52E-05
2013/5/16,0.000351308,6.42E-05,2.64E-05,7.15E-06
2013/5/17,0.000218297,3.82E-05,1.96E-05,8.66E-06
2013/5/20,0.000238675,4.22E-05,2.05E-05,5.08E-06
2013/5/21,0.000317902,5.61E-05,3.26E-05,1.41E-05
2013/5/22,0.000290076,4.94E-05,2.30E-05,1.01E-05
2013/5/23,0.000255977,5.27E-05,3.18E-05,9.14E-06
2013/5/24,9.89E-05,2.05E-05,1.14E-05,6.49E-06
2013/5/28,0.000200779,4.12E-05,1.68E-05,5.60E-06
2013/5/29,0.000148579,3.60E-05,1.79E-05,5.82E-06
2013/5/30,0.000101186,2.05E-05,1.16E-05,3.17E-06
2013/5/31,8.60E-05,1.94E-05,1.28E-05,3.29E-06
2013/6/3,0.000225848,5.97E-05,3.61E-05,5.43E-06
2013/6/4,0.00012491,2.71E-05,1.38E-05,3.12E-06
2013/6/5,0.000172596,3.43E-05,1.25E-05,6.49E-06
2013/6/6,0.000215119,2.47E-05,1.29E-05,3.57E-06
2013/6/7,0.000173366,4.58E-05,2.47E-05,2.56E-06
2013/6/10,0.00031769,5.16E-05,2.89E-05,1.59E-05
2013/6/11,0.000219594,4.89E-05,1.98E-05,9.80E-06
2013/6/12,0.00014621,3.52E-05,1.46E-05,7.90E-06
2013/6/13,0.000184129,2.97E-05,1.77E-05,3.67E-06
2013/6/14,8.71E-05,1.35E-05,7.06E-06,1.33E-06
2013/6/17,0.000128076,1.64E-05,6.17E-06,2.64E-06
2013/6/18,8.29E-05,9.37E-06,4.35E-06,1.03E-06
2013/6/19,0.000118866,2.20E-05,1.03E-05,1.39E-06
2013/6/20,0.00023714,3.87E-05,2.79E-05,1.21E-05
2013/6/21,0.000259108,4.33E-05,2.29E-05,7.95E-06
2013/6/24,0.000340834,7.34E-05,3.07E-05,7.59E-06
2013/6/25,0.000177531,2.36E-05,1.31E-05,6.61E-06
2013/6/26,0.00018247,5.40E-05,1.78E-05,1.11E-05
2013/6/27,0.000167443,3.39E-05,1.12E-05,3.52E-06
2013/6/28,0.000236707,5.76E-05,1.91E-05,2.73E-06
2013/7/1,0.000166689,3.18E-05,9.41E-06,3.77E-06
2013/7/2,0.000215175,3.75E-05,1.56E-05,5.26E-06
2013/7/3,0.000190596,2.97E-05,2.02E-05,4.37E-06
2013/7/5,0.000118162,2.10E-05,1.21E-05,2.63E-06
2013/7/8,0.00020445,3.30E-05,1.50E-05,7.32E-06
2013/7/9,0.000206805,5.12E-05,2.03E-05,3.35E-06
2013/7/10,0.0002119,2.81E-05,1.35E-05,3.47E-06
2013/7/11,0.000101507,1.79E-05,1.07E-05,1.75E-06
2013/7/12,0.000113757,1.99E-05,8.71E-06,4.32E-06
2013/7/15,0.000101444,2.75E-05,1.57E-05,2.70E-06
2013/7/16,0.000123329,3.55E-05,1.23E-05,2.97E-06
2013/7/17,8.32E-05,1.53E-05,8.27E-06,1.66E-06
2013/7/18,6.08E-05,1.31E-05,7.12E-06,3.42E-06
2013/7/19,0.000111473,2.74E-05,1.64E-05,7.40E-06
