Date,RV_1min,RV_5min,RV_10min,OT
2011/12/15,6.70E-05,1.38E-05,9.56E-06,3.11E-06
2011/12/16,6.80E-05,1.17E-05,6.57E-06,2.10E-06
2011/12/19,7.68E-05,1.37E-05,4.63E-06,8.72E-07
2011/12/20,5.00E-05,7.75E-06,4.16E-06,1.78E-06
2011/12/21,8.44E-05,2.19E-05,1.24E-05,5.18E-06
2011/12/22,3.62E-05,1.08E-05,3.85E-06,2.08E-06
2011/12/23,1.36E-05,2.31E-06,1.71E-06,7.36E-07
2011/12/27,1.93E-05,5.18E-06,3.45E-06,1.44E-06
2011/12/28,4.22E-05,8.46E-06,2.28E-06,3.69E-07
2011/12/29,2.46E-05,4.64E-06,2.35E-06,1.08E-06
2011/12/30,1.02E-05,3.46E-06,1.20E-06,1.69E-07
2012/1/3,3.52E-05,8.10E-06,5.48E-06,1.62E-06
2012/1/4,3.61E-05,1.19E-05,2.87E-06,1.67E-06
2012/1/5,4.87E-05,1.34E-05,8.58E-06,9.05E-07
2012/1/6,3.33E-05,9.76E-06,5.03E-06,7.12E-07
2012/1/9,3.82E-05,6.94E-06,2.16E-06,7.59E-07
2012/1/10,3.25E-05,9.46E-06,3.21E-06,1.18E-06
2012/1/11,3.70E-05,6.71E-06,3.59E-06,1.10E-06
2012/1/12,3.15E-05,5.04E-06,2.44E-06,7.86E-07
2012/1/13,3.92E-05,1.25E-05,5.99E-06,9.19E-07
2012/1/17,2.53E-05,5.07E-06,3.01E-06,8.54E-07
2012/1/18,3.38E-05,7.98E-06,5.41E-06,1.37E-06
2012/1/19,2.19E-05,4.95E-06,2.07E-06,9.62E-07
2012/1/20,2.20E-05,5.46E-06,3.26E-06,5.89E-07
2012/1/23,4.49E-05,7.61E-06,4.04E-06,1.05E-06
2012/1/24,2.99E-05,8.54E-06,3.55E-06,1.96E-06
2012/1/25,7.28E-05,1.20E-05,8.76E-06,4.81E-06
2012/1/26,3.98E-05,6.66E-06,3.82E-06,2.11E-06
2012/1/27,3.66E-05,9.00E-06,2.95E-06,1.96E-06
2012/1/30,4.20E-05,1.03E-05,5.93E-06,2.85E-06
2012/1/31,5.40E-05,1.37E-05,9.68E-06,5.34E-06
2012/2/1,3.67E-05,5.34E-06,3.07E-06,1.01E-06
2012/2/2,2.08E-05,5.33E-06,2.64E-06,1.13E-06
2012/2/3,1.76E-05,3.41E-06,1.96E-06,1.09E-06
2012/2/6,2.08E-05,5.30E-06,2.47E-06,3.79E-07
2012/2/7,3.12E-05,4.47E-06,2.13E-06,3.17E-07
2012/2/8,2.18E-05,4.44E-06,1.53E-06,3.39E-07
2012/2/9,3.89E-05,7.78E-06,3.88E-06,1.12E-06
2012/2/10,3.77E-05,8.66E-06,4.00E-06,1.93E-06
2012/2/13,2.72E-05,7.54E-06,3.67E-06,8.62E-07
2012/2/14,3.28E-05,5.27E-06,2.75E-06,1.14E-06
2012/2/15,9.30E-05,1.67E-05,1.01E-05,4.92E-06
2012/2/16,5.15E-05,1.23E-05,5.53E-06,2.88E-06
2012/2/17,2.90E-05,6.04E-06,2.22E-06,1.28E-06
2012/2/21,3.80E-05,5.69E-06,2.56E-06,2.13E-07
2012/2/22,4.47E-05,9.25E-06,4.43E-06,1.46E-06
2012/2/23,4.32E-05,9.00E-06,4.38E-06,1.26E-06
2012/2/24,1.61E-05,2.46E-06,1.50E-06,5.74E-07
2012/2/27,3.87E-05,1.02E-05,5.07E-06,1.79E-06
2012/2/28,3.13E-05,7.74E-06,4.04E-06,1.94E-06
2012/2/29,6.13E-05,1.49E-05,6.09E-06,1.98E-06
2012/3/1,5.59E-05,1.99E-05,1.74E-05,1.16E-05
2012/3/2,2.63E-05,7.45E-06,4.62E-06,1.15E-06
2012/3/5,5.60E-05,9.82E-06,4.84E-06,1.46E-06
2012/3/6,6.20E-05,1.67E-05,9.54E-06,4.58E-06
2012/3/7,4.07E-05,7.95E-06,3.99E-06,1.21E-06
2012/3/8,2.44E-05,4.08E-06,1.80E-06,1.57E-07
2012/3/9,1.80E-05,4.30E-06,2.68E-06,1.02E-06
2012/3/12,2.39E-05,6.61E-06,5.20E-06,2.99E-06
2012/3/13,2.51E-05,3.99E-06,2.26E-06,9.74E-07
2012/3/14,5.32E-05,1.16E-05,6.27E-06,2.18E-06
2012/3/15,6.30E-05,1.04E-05,6.00E-06,2.26E-06
2012/3/16,2.39E-05,4.12E-06,2.71E-06,5.77E-07
2012/3/19,2.74E-05,4.43E-06,2.81E-06,1.96E-06
2012/3/20,2.91E-05,6.94E-06,2.49E-06,1.33E-06
2012/3/21,3.18E-05,7.76E-06,2.54E-06,4.83E-07
2012/3/22,3.86E-05,7.37E-06,4.33E-06,1.21E-06
2012/3/23,2.81E-05,9.87E-06,5.93E-06,3.25E-06
2012/3/26,1.74E-05,3.61E-06,2.23E-06,4.93E-07
2012/3/27,2.03E-05,5.48E-06,2.56E-06,1.31E-06
2012/3/28,4.45E-05,8.79E-06,3.00E-06,1.07E-06
2012/3/29,5.60E-05,1.14E-05,5.04E-06,1.70E-06
2012/3/30,3.23E-05,6.30E-06,2.67E-06,9.20E-07
2012/4/2,3.00E-05,5.75E-06,3.98E-06,1.15E-06
2012/4/3,5.29E-05,1.27E-05,8.84E-06,5.37E-06
2012/4/4,4.04E-05,9.77E-06,6.21E-06,1.71E-06
2012/4/5,2.24E-05,3.57E-06,1.68E-06,7.29E-07
2012/4/9,3.18E-05,8.44E-06,5.59E-06,2.73E-06
2012/4/10,8.65E-05,1.71E-05,1.03E-05,1.17E-06
2012/4/11,4.29E-05,7.68E-06,4.19E-06,1.88E-06
2012/4/12,3.08E-05,8.57E-06,3.51E-06,5.67E-07
2012/4/13,4.99E-05,8.53E-06,5.02E-06,1.97E-06
2012/4/16,0.00011034,3.17E-05,1.79E-05,1.43E-06
2012/4/17,4.06E-05,1.31E-05,6.76E-06,2.74E-06
2012/4/18,6.12E-05,1.27E-05,4.74E-06,1.19E-06
2012/4/19,0.000112409,2.17E-05,1.10E-05,3.95E-06
2012/4/20,6.74E-05,1.54E-05,8.60E-06,1.11E-06
2012/4/23,8.60E-05,1.73E-05,8.28E-06,2.60E-06
2012/4/24,5.53E-05,1.67E-05,8.98E-06,1.23E-06
2012/4/25,4.30E-05,1.15E-05,5.29E-06,6.23E-07
2012/4/26,3.50E-05,8.78E-06,5.28E-06,3.35E-06
2012/4/27,3.60E-05,7.34E-06,3.11E-06,1.95E-06
2012/4/30,3.10E-05,6.04E-06,2.58E-06,1.08E-06
2012/5/1,5.46E-05,2.46E-05,2.13E-05,1.27E-05
2012/5/2,3.99E-05,8.97E-06,3.17E-06,1.41E-06
2012/5/3,5.11E-05,1.21E-05,6.38E-06,3.57E-06
2012/5/4,5.81E-05,1.18E-05,4.67E-06,8.21E-07
2012/5/7,7.01E-05,1.62E-05,1.01E-05,1.96E-06
2012/5/8,9.64E-05,1.77E-05,9.28E-06,4.14E-06
2012/5/9,0.00011841,1.98E-05,1.15E-05,2.92E-06
2012/5/10,5.75E-05,9.72E-06,4.93E-06,1.64E-06
2012/5/11,5.39E-05,1.59E-05,9.36E-06,2.90E-06
2012/5/14,5.68E-05,6.85E-06,3.00E-06,9.95E-07
2012/5/15,7.82E-05,1.71E-05,1.16E-05,6.22E-06
2012/5/16,8.15E-05,2.70E-05,1.57E-05,5.48E-06
2012/5/17,0.000107815,3.75E-05,2.63E-05,2.09E-05
2012/5/18,0.000139521,2.72E-05,1.29E-05,4.87E-06
2012/5/21,7.94E-05,1.54E-05,8.85E-06,3.82E-06
2012/5/22,0.000108031,2.23E-05,1.40E-05,3.06E-06
2012/5/23,0.00013626,3.21E-05,1.16E-05,4.90E-06
2012/5/24,0.000131717,3.00E-05,1.74E-05,7.15E-06
2012/5/25,5.20E-05,1.50E-05,7.24E-06,4.09E-06
2012/5/29,8.66E-05,2.00E-05,1.37E-05,8.23E-06
2012/5/30,8.58E-05,1.58E-05,6.59E-06,2.25E-06
2012/5/31,9.23E-05,2.22E-05,1.14E-05,1.25E-06
2012/6/1,9.67E-05,2.11E-05,1.45E-05,6.24E-06
2012/6/4,0.000153185,3.95E-05,1.65E-05,5.85E-06
2012/6/5,8.97E-05,2.69E-05,1.63E-05,1.13E-05
2012/6/6,4.07E-05,8.60E-06,5.06E-06,9.47E-07
2012/6/7,6.70E-05,1.52E-05,9.72E-06,5.42E-06
2012/6/8,4.02E-05,1.17E-05,5.17E-06,9.27E-07
2012/6/11,7.69E-05,1.50E-05,7.50E-06,2.32E-06
2012/6/12,9.79E-05,1.85E-05,1.10E-05,4.77E-06
2012/6/13,6.93E-05,2.07E-05,1.09E-05,1.58E-06
2012/6/14,0.000101647,1.57E-05,4.24E-06,8.89E-07
2012/6/15,2.36E-05,4.99E-06,2.34E-06,1.34E-06
2012/6/18,5.31E-05,6.73E-06,2.42E-06,1.03E-06
2012/6/19,3.65E-05,9.68E-06,6.08E-06,3.32E-06
2012/6/20,9.63E-05,1.79E-05,6.12E-06,1.77E-06
2012/6/21,6.42E-05,1.55E-05,6.76E-06,4.35E-06
2012/6/22,4.41E-05,9.70E-06,3.75E-06,1.37E-06
2012/6/25,5.22E-05,1.34E-05,7.55E-06,3.38E-06
2012/6/26,7.53E-05,2.03E-05,1.44E-05,3.43E-06
2012/6/27,4.60E-05,1.21E-05,5.53E-06,1.25E-06
2012/6/28,0.000113133,1.95E-05,7.43E-06,2.59E-06
2012/6/29,3.36E-05,4.61E-06,2.16E-06,1.13E-06
2012/7/2,5.88E-05,1.97E-05,1.28E-05,6.42E-06
2012/7/3,1.34E-05,4.65E-06,2.85E-06,1.50E-06
2012/7/5,2.94E-05,4.99E-06,2.11E-06,8.88E-07
2012/7/6,3.97E-05,8.64E-06,3.03E-06,1.44E-06
2012/7/9,4.69E-05,1.22E-05,8.97E-06,3.97E-06
2012/7/10,6.15E-05,1.64E-05,5.74E-06,2.17E-06
2012/7/11,7.86E-05,1.85E-05,9.42E-06,5.32E-06
2012/7/12,8.06E-05,1.81E-05,1.08E-05,4.26E-06
2012/7/13,3.53E-05,6.82E-06,2.42E-06,7.23E-07
2012/7/16,5.11E-05,9.15E-06,2.88E-06,1.17E-06
2012/7/17,8.88E-05,2.29E-05,1.56E-05,1.08E-05
2012/7/18,3.85E-05,9.45E-06,4.64E-06,1.71E-06
2012/7/19,4.88E-05,1.77E-05,7.71E-06,4.93E-06
2012/7/20,5.74E-05,1.23E-05,7.00E-06,3.24E-06
2012/7/23,6.54E-05,1.54E-05,7.94E-06,2.39E-06
2012/7/24,8.65E-05,1.55E-05,9.27E-06,4.42E-06
2012/7/25,8.20E-05,1.39E-05,8.45E-06,3.20E-06
2012/7/26,6.50E-05,1.74E-05,4.77E-06,2.59E-06
2012/7/27,6.48E-05,1.69E-05,4.32E-06,1.47E-06
2012/7/30,6.25E-05,1.18E-05,6.36E-06,2.83E-06
2012/7/31,5.53E-05,1.12E-05,5.70E-06,2.30E-06
2012/8/1,6.56E-05,1.34E-05,5.11E-06,2.16E-06
2012/8/2,9.21E-05,2.24E-05,9.20E-06,4.08E-06
2012/8/3,2.84E-05,5.94E-06,2.12E-06,1.14E-06
2012/8/6,2.22E-05,6.14E-06,1.76E-06,5.32E-07
2012/8/7,2.39E-05,6.89E-06,2.81E-06,1.10E-06
2012/8/8,2.13E-05,3.84E-06,2.10E-06,5.48E-07
2012/8/9,2.13E-05,5.86E-06,3.78E-06,4.56E-07
2012/8/10,1.89E-05,5.10E-06,3.78E-06,6.66E-07
2012/8/13,2.34E-05,5.30E-06,3.84E-06,1.56E-06
2012/8/14,3.25E-05,7.97E-06,4.99E-06,1.58E-06
2012/8/15,2.27E-05,5.67E-06,1.50E-06,6.06E-07
2012/8/16,1.58E-05,3.20E-06,2.35E-06,6.73E-07
2012/8/17,1.29E-05,2.05E-06,1.07E-06,3.62E-07
2012/8/20,2.37E-05,5.57E-06,3.67E-06,4.32E-07
2012/8/21,4.51E-05,1.02E-05,4.79E-06,1.48E-06
2012/8/22,5.85E-05,1.83E-05,9.71E-06,6.21E-06
2012/8/23,4.91E-05,1.06E-05,3.31E-06,5.43E-07
2012/8/24,3.30E-05,8.17E-06,1.82E-06,9.29E-07
2012/8/27,3.16E-05,7.41E-06,3.38E-06,1.08E-06
2012/8/28,2.54E-05,5.76E-06,3.33E-06,1.08E-06
2012/8/29,1.49E-05,3.15E-06,1.69E-06,3.51E-07
2012/8/30,2.38E-05,6.85E-06,3.97E-06,2.02E-06
2012/8/31,6.53E-05,1.31E-05,7.03E-06,2.29E-06
2012/9/4,4.42E-05,9.38E-06,6.08E-06,3.14E-06
2012/9/5,3.83E-05,9.72E-06,5.92E-06,1.65E-06
2012/9/6,2.68E-05,7.22E-06,4.60E-06,2.56E-06
2012/9/7,2.02E-05,5.73E-06,2.65E-06,1.23E-06
2012/9/10,3.00E-05,6.08E-06,4.20E-06,5.97E-07
2012/9/11,4.03E-05,7.74E-06,3.88E-06,1.18E-06
2012/9/12,4.45E-05,7.63E-06,4.41E-06,1.71E-06
2012/9/13,8.01E-05,1.28E-05,7.22E-06,3.91E-06
2012/9/14,3.20E-05,8.46E-06,5.19E-06,1.43E-06
2012/9/17,2.04E-05,4.89E-06,2.04E-06,4.10E-07
2012/9/18,2.02E-05,3.76E-06,1.81E-06,1.15E-06
2012/9/19,1.96E-05,6.03E-06,2.63E-06,1.41E-06
2012/9/20,2.09E-05,4.88E-06,3.23E-06,1.29E-06
2012/9/21,1.21E-05,1.81E-06,9.20E-07,3.51E-07
2012/9/24,2.90E-05,7.74E-06,3.54E-06,1.37E-06
2012/9/25,4.51E-05,1.29E-05,9.10E-06,4.46E-06
2012/9/26,5.58E-05,1.47E-05,8.09E-06,4.10E-06
2012/9/27,3.81E-05,6.54E-06,2.51E-06,6.83E-07
2012/9/28,5.54E-05,1.09E-05,4.89E-06,1.50E-06
2012/10/1,7.59E-05,2.98E-05,2.57E-05,1.59E-05
2012/10/2,7.85E-05,1.19E-05,4.51E-06,1.11E-06
2012/10/3,4.57E-05,1.08E-05,5.89E-06,1.66E-06
2012/10/4,3.39E-05,1.22E-05,6.58E-06,1.31E-06
2012/10/5,3.35E-05,8.46E-06,3.23E-06,6.99E-07
2012/10/8,3.69E-05,6.54E-06,2.96E-06,1.30E-06
2012/10/9,7.36E-05,1.37E-05,7.77E-06,1.36E-06
2012/10/10,4.69E-05,1.05E-05,4.98E-06,1.78E-06
2012/10/11,4.07E-05,1.06E-05,6.74E-06,1.22E-06
2012/10/12,4.68E-05,1.08E-05,6.08E-06,2.26E-06
2012/10/15,4.47E-05,9.49E-06,6.28E-06,1.18E-06
2012/10/16,2.56E-05,5.52E-06,2.71E-06,6.42E-07
2012/10/17,2.91E-05,5.95E-06,2.90E-06,8.56E-07
2012/10/18,8.17E-05,1.12E-05,5.43E-06,1.63E-06
2012/10/19,5.97E-05,1.04E-05,4.61E-06,1.95E-06
2012/10/22,6.87E-05,2.01E-05,8.55E-06,2.05E-06
2012/10/23,0.000100416,2.14E-05,1.09E-05,4.41E-06
2012/10/24,6.79E-05,9.92E-06,3.33E-06,1.12E-06
2012/10/25,5.67E-05,1.30E-05,6.53E-06,1.53E-06
2012/10/26,8.39E-05,2.10E-05,1.07E-05,4.06E-06
2012/10/31,5.68E-05,1.34E-05,7.52E-06,3.66E-06
2012/11/1,3.31E-05,9.06E-06,4.73E-06,3.36E-06
2012/11/2,4.16E-05,1.30E-05,5.98E-06,2.06E-06
2012/11/5,5.06E-05,8.46E-06,4.87E-06,1.18E-06
2012/11/6,4.06E-05,8.00E-06,2.54E-06,6.12E-07
2012/11/7,9.78E-05,2.39E-05,1.13E-05,5.31E-06
2012/11/8,0.000107299,2.36E-05,1.04E-05,1.94E-06
2012/11/9,9.81E-05,2.06E-05,7.68E-06,4.10E-06
2012/11/12,4.91E-05,9.82E-06,4.75E-06,1.94E-06
2012/11/13,6.75E-05,1.44E-05,6.10E-06,1.42E-06
2012/11/14,7.46E-05,1.97E-05,6.84E-06,1.76E-06
2012/11/15,7.84E-05,1.84E-05,6.95E-06,2.79E-06
2012/11/16,0.000140153,2.32E-05,1.07E-05,3.14E-06
2012/11/19,3.75E-05,7.67E-06,2.89E-06,1.07E-06
2012/11/20,5.48E-05,1.32E-05,6.54E-06,1.58E-06
2012/11/21,2.87E-05,7.52E-06,3.34E-06,6.06E-07
2012/11/23,1.41E-05,2.03E-06,9.05E-07,5.26E-07
2012/11/26,3.07E-05,6.23E-06,3.70E-06,1.57E-06
2012/11/27,5.87E-05,1.20E-05,4.88E-06,2.31E-06
2012/11/28,6.90E-05,1.23E-05,7.43E-06,4.36E-06
2012/11/29,4.90E-05,1.30E-05,1.06E-05,2.60E-06
2012/11/30,3.50E-05,7.70E-06,3.30E-06,1.41E-06
2012/12/3,3.67E-05,1.15E-05,6.35E-06,4.57E-06
2012/12/4,6.31E-05,1.79E-05,1.08E-05,1.44E-06
2012/12/5,9.21E-05,2.90E-05,1.44E-05,5.21E-06
2012/12/6,7.88E-05,1.28E-05,6.97E-06,1.57E-06
2012/12/7,7.69E-05,8.83E-06,3.58E-06,9.55E-07
2012/12/10,5.07E-05,7.99E-06,2.26E-06,8.55E-07
2012/12/11,4.16E-05,1.11E-05,5.30E-06,1.82E-06
2012/12/12,5.69E-05,1.06E-05,5.31E-06,1.21E-06
2012/12/13,5.47E-05,1.46E-05,8.50E-06,1.01E-06
2012/12/14,4.52E-05,8.50E-06,4.44E-06,1.30E-06
2012/12/17,5.94E-05,1.47E-05,8.56E-06,7.32E-07
2012/12/18,4.04E-05,8.28E-06,5.21E-06,2.40E-06
2012/12/19,4.22E-05,7.81E-06,4.51E-06,9.25E-07
2012/12/20,4.58E-05,1.03E-05,4.64E-06,1.67E-06
2012/12/21,5.22E-05,1.01E-05,4.46E-06,1.84E-06
2012/12/24,1.33E-05,2.74E-06,1.10E-06,4.67E-07
2012/12/26,3.91E-05,1.07E-05,6.30E-06,3.15E-06
2012/12/27,8.60E-05,2.28E-05,1.23E-05,7.22E-06
2012/12/28,6.21E-05,1.43E-05,4.34E-06,4.40E-07
2012/12/31,0.000132932,2.46E-05,8.70E-06,3.51E-06
2013/1/2,5.76E-05,1.43E-05,8.64E-06,2.10E-06
2013/1/3,3.59E-05,7.38E-06,4.55E-06,1.97E-06
2013/1/4,3.27E-05,8.47E-06,4.61E-06,1.39E-06
2013/1/7,3.57E-05,8.24E-06,3.02E-06,1.17E-06
2013/1/8,3.86E-05,6.15E-06,2.26E-06,1.11E-06
2013/1/9,2.77E-05,5.73E-06,2.47E-06,9.55E-07
2013/1/10,3.99E-05,1.25E-05,6.77E-06,5.15E-06
2013/1/11,1.97E-05,5.26E-06,1.55E-06,3.53E-07
2013/1/14,3.85E-05,1.09E-05,2.75E-06,1.43E-06
2013/1/15,2.87E-05,6.64E-06,3.37E-06,8.36E-07
2013/1/16,1.93E-05,4.34E-06,2.59E-06,6.61E-07
2013/1/17,2.38E-05,6.30E-06,3.27E-06,1.17E-06
2013/1/18,1.70E-05,2.88E-06,1.06E-06,5.33E-07
2013/1/22,2.06E-05,4.41E-06,3.37E-06,7.82E-07
2013/1/23,1.77E-05,4.17E-06,1.52E-06,4.67E-07
2013/1/24,3.61E-05,5.99E-06,3.78E-06,2.20E-06
2013/1/25,4.46E-05,8.16E-06,2.89E-06,9.02E-07
2013/1/28,3.71E-05,1.00E-05,6.33E-06,2.58E-06
2013/1/29,3.02E-05,9.88E-06,6.62E-06,1.95E-06
2013/1/30,3.79E-05,6.06E-06,2.06E-06,1.64E-07
2013/1/31,2.88E-05,6.53E-06,4.32E-06,2.63E-06
2013/2/1,3.32E-05,7.30E-06,4.56E-06,1.44E-06
2013/2/4,4.35E-05,1.41E-05,9.46E-06,6.96E-06
2013/2/5,3.09E-05,5.70E-06,2.17E-06,2.11E-07
2013/2/6,3.15E-05,6.44E-06,4.06E-06,1.76E-06
2013/2/7,5.47E-05,1.20E-05,6.49E-06,1.67E-06
2013/2/8,1.97E-05,4.74E-06,3.23E-06,1.72E-07
2013/2/11,2.17E-05,4.40E-06,1.84E-06,6.25E-07
2013/2/12,2.32E-05,4.47E-06,2.35E-06,5.39E-07
2013/2/13,2.74E-05,5.57E-06,2.19E-06,4.89E-07
2013/2/14,2.50E-05,8.25E-06,3.28E-06,8.20E-07
2013/2/15,2.07E-05,4.95E-06,3.07E-06,1.77E-06
2013/2/19,1.80E-05,3.55E-06,1.64E-06,5.61E-07
2013/2/20,3.80E-05,7.42E-06,2.89E-06,1.02E-06
2013/2/21,4.94E-05,1.44E-05,9.38E-06,3.80E-06
2013/2/22,3.16E-05,9.75E-06,4.50E-06,6.06E-07
2013/2/25,5.65E-05,1.44E-05,7.15E-06,2.58E-06
2013/2/26,7.31E-05,1.57E-05,6.18E-06,1.92E-06
2013/2/27,5.91E-05,1.45E-05,1.08E-05,4.47E-06
2013/2/28,3.41E-05,9.71E-06,3.59E-06,8.10E-07
2013/3/1,5.46E-05,1.41E-05,8.48E-06,3.84E-06
2013/3/4,3.54E-05,1.08E-05,6.41E-06,1.25E-06
2013/3/5,3.56E-05,6.05E-06,3.46E-06,1.03E-06
2013/3/6,2.51E-05,5.00E-06,2.02E-06,8.68E-07
2013/3/7,2.37E-05,4.73E-06,2.48E-06,1.11E-06
2013/3/8,2.05E-05,5.61E-06,3.61E-06,1.13E-06
2013/3/11,1.34E-05,2.97E-06,1.32E-06,4.33E-07
2013/3/12,2.60E-05,4.19E-06,1.73E-06,3.46E-07
2013/3/13,2.29E-05,5.51E-06,3.60E-06,4.96E-07
2013/3/14,1.41E-05,3.26E-06,1.28E-06,3.62E-07
2013/3/15,1.34E-05,2.87E-06,1.88E-06,1.17E-06
2013/3/18,2.98E-05,6.49E-06,1.77E-06,3.34E-07
2013/3/19,5.61E-05,9.97E-06,5.25E-06,1.09E-06
2013/3/20,2.71E-05,5.95E-06,3.47E-06,1.62E-06
2013/3/21,3.23E-05,9.20E-06,3.44E-06,2.31E-06
2013/3/22,1.92E-05,4.00E-06,2.66E-06,1.14E-06
2013/3/25,4.64E-05,1.10E-05,5.83E-06,3.92E-06
2013/3/26,1.72E-05,5.31E-06,3.25E-06,1.60E-06
2013/3/27,2.06E-05,4.81E-06,2.10E-06,3.27E-07
2013/3/28,1.37E-05,3.09E-06,2.06E-06,5.15E-07
2013/4/1,2.70E-05,7.54E-06,5.15E-06,3.91E-06
2013/4/2,2.69E-05,5.59E-06,4.12E-06,2.23E-06
2013/4/3,3.15E-05,5.29E-06,3.11E-06,1.59E-06
2013/4/4,3.78E-05,1.33E-05,9.80E-06,3.79E-06
2013/4/5,2.95E-05,7.10E-06,4.44E-06,2.06E-06
2013/4/8,2.62E-05,4.46E-06,1.97E-06,3.50E-07
2013/4/9,2.96E-05,6.51E-06,3.72E-06,1.75E-06
2013/4/10,3.25E-05,7.72E-06,2.19E-06,1.18E-06
2013/4/11,2.28E-05,4.17E-06,2.29E-06,8.91E-07
2013/4/12,2.80E-05,5.79E-06,3.54E-06,1.15E-06
2013/4/15,8.06E-05,1.63E-05,6.60E-06,3.62E-06
2013/4/16,4.55E-05,1.04E-05,4.28E-06,2.09E-06
2013/4/17,9.79E-05,1.60E-05,7.12E-06,2.13E-06
2013/4/18,9.58E-05,2.79E-05,1.52E-05,9.16E-06
2013/4/19,5.76E-05,1.25E-05,5.31E-06,1.94E-06
2013/4/22,6.88E-05,1.45E-05,7.63E-06,4.17E-06
2013/4/23,0.000111267,1.63E-05,1.12E-05,1.62E-06
2013/4/24,5.38E-05,8.75E-06,3.98E-06,1.42E-06
2013/4/25,3.29E-05,7.36E-06,3.89E-06,1.07E-06
2013/4/26,3.14E-05,7.44E-06,4.27E-06,1.21E-06
2013/4/29,2.03E-05,4.45E-06,2.15E-06,3.07E-07
2013/4/30,3.14E-05,5.79E-06,2.38E-06,1.41E-06
2013/5/1,4.95E-05,1.34E-05,8.09E-06,3.22E-06
2013/5/2,2.78E-05,8.79E-06,4.88E-06,2.80E-06
2013/5/3,1.39E-05,3.47E-06,2.44E-06,1.48E-06
2013/5/6,1.44E-05,2.53E-06,1.56E-06,3.73E-07
2013/5/7,2.09E-05,5.14E-06,2.37E-06,7.29E-07
2013/5/8,1.36E-05,2.88E-06,1.55E-06,4.14E-07
2013/5/9,3.40E-05,6.66E-06,3.59E-06,1.03E-06
2013/5/10,3.31E-05,6.06E-06,2.91E-06,9.08E-07
2013/5/13,2.49E-05,6.57E-06,4.38E-06,1.60E-06
2013/5/14,2.14E-05,5.16E-06,2.94E-06,6.17E-07
2013/5/15,3.55E-05,8.15E-06,3.72E-06,9.31E-07
2013/5/16,3.40E-05,7.09E-06,4.00E-06,2.01E-06
2013/5/17,2.53E-05,6.93E-06,3.56E-06,2.30E-06
2013/5/20,2.57E-05,6.09E-06,3.07E-06,8.35E-07
2013/5/21,3.02E-05,7.13E-06,4.08E-06,1.45E-06
2013/5/22,8.77E-05,2.07E-05,9.89E-06,5.56E-06
2013/5/23,6.82E-05,1.45E-05,8.71E-06,2.65E-06
2013/5/24,3.64E-05,7.97E-06,5.21E-06,1.68E-06
2013/5/28,3.98E-05,9.12E-06,4.54E-06,2.27E-06
2013/5/29,4.01E-05,1.02E-05,5.06E-06,6.69E-07
2013/5/30,2.35E-05,6.18E-06,3.60E-06,7.62E-07
2013/5/31,3.88E-05,7.85E-06,5.17E-06,8.21E-07
2013/6/3,6.69E-05,1.37E-05,8.90E-06,3.62E-06
2013/6/4,4.82E-05,1.01E-05,4.46E-06,2.30E-06
2013/6/5,7.46E-05,1.83E-05,8.25E-06,3.57E-06
2013/6/6,6.33E-05,1.11E-05,5.97E-06,1.90E-06
2013/6/7,3.50E-05,9.50E-06,5.92E-06,1.56E-06
2013/6/10,4.48E-05,7.90E-06,4.98E-06,2.90E-06
2013/6/11,5.08E-05,1.20E-05,7.23E-06,2.62E-06
2013/6/12,5.46E-05,1.09E-05,7.33E-06,3.72E-06
2013/6/13,3.62E-05,9.18E-06,4.00E-06,1.50E-06
2013/6/14,3.74E-05,6.93E-06,3.01E-06,1.86E-06
2013/6/17,4.00E-05,8.55E-06,3.54E-06,1.45E-06
2013/6/18,2.19E-05,3.50E-06,1.71E-06,1.14E-06
2013/6/19,8.20E-05,1.51E-05,7.64E-06,1.13E-06
2013/6/20,8.30E-05,1.46E-05,9.21E-06,2.75E-06
2013/6/21,9.42E-05,1.88E-05,7.84E-06,3.02E-06
2013/6/24,0.000113145,2.63E-05,1.18E-05,8.55E-06
2013/6/25,5.85E-05,1.46E-05,5.65E-06,1.22E-06
2013/6/26,3.78E-05,9.83E-06,3.38E-06,2.33E-06
2013/6/27,2.90E-05,7.58E-06,3.23E-06,9.85E-07
2013/6/28,4.37E-05,9.44E-06,4.56E-06,8.76E-07
2013/7/1,3.26E-05,6.21E-06,3.50E-06,1.77E-06
2013/7/2,4.36E-05,8.99E-06,4.57E-06,1.39E-06
2013/7/3,3.10E-05,6.63E-06,3.51E-06,1.27E-07
2013/7/5,4.60E-05,9.61E-06,6.73E-06,9.66E-07
2013/7/8,3.12E-05,8.67E-06,4.53E-06,2.25E-06
2013/7/9,2.57E-05,7.49E-06,3.61E-06,2.19E-06
2013/7/10,4.02E-05,6.91E-06,2.84E-06,9.00E-07
2013/7/11,1.85E-05,3.98E-06,2.56E-06,7.71E-07
2013/7/12,1.79E-05,3.98E-06,2.36E-06,7.23E-07
2013/7/15,1.15E-05,2.39E-06,1.38E-06,2.92E-07
2013/7/16,1.82E-05,4.55E-06,3.12E-06,1.40E-06
2013/7/17,1.94E-05,3.87E-06,1.88E-06,5.06E-07
2013/7/18,1.52E-05,3.04E-06,1.17E-06,3.51E-07
2013/7/19,2.18E-05,4.32E-06,2.43E-06,4.23E-07
